aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
A003,4,verse 1,एकानन चतुरानन पञ्चानन राजे,Ekanan chaturanan panchanan raje,"The one-faced, four-faced and five-faced forms shine resplendent","एक मुख, चार मुख और पाँच मुख वाले रूप सुशोभित हैं","एकमुखी, चतुर्मुखी आणि पंचमुखी रूपे तेजाने शोभतात","એકમુખી, ચતુર્મુખી અને પંચમુખી રૂપો તેજથી શોભે છે","ਇੱਕ-ਮੁਖ, ਚਾਰ-ਮੁਖ ਅਤੇ ਪੰਜ-ਮੁਖ ਰੂਪ ਤੇਜ ਨਾਲ ਸ਼ੋਭਦੇ ਹਨ","একমুখ, চতুর্মুখ ও পঞ্চমুখ রূপ দীপ্তিতে শোভা পায়","ஒருமுக, நான்குமுக, ஐந்துமுக வடிவங்கள் ஒளிர்கின்றன","ఏకముఖ, చతుర్ముఖ, పంచముఖ రూపాలు తేజస్సుతో శోభిల్లుతాయి","ಏಕಮುಖ, ಚತುರ್ಮುಖ ಮತ್ತು ಪಂಚಮುಖ ರೂಪಗಳು ತೇಜಸ್ಸಿನಿಂದ ಶೋಭಿಸುತ್ತವೆ","ഏകമുഖ, ചതുർമുഖ, പഞ്ചമുഖ രൂപങ്ങൾ തേജസ്സോടെ ശോഭിക്കുന്നു",,NA
A003,5,verse 1,हंसासन गरूड़ासन वृषवाहन साजे,Hansasan garudasan vrishvahan saje,"Adorned on the swan-seat, the Garuda-seat and the bull-mount","हंस के आसन, गरुड़ के आसन और वृषभ वाहन पर सुशोभित","हंसासन, गरुडासन आणि वृषभवाहनावर सुशोभित","હંસાસન, ગરુડાસન અને વૃષભવાહન પર સુશોભિત","ਹੰਸ-ਆਸਨ, ਗਰੁੜ-ਆਸਨ ਅਤੇ ਬਲਦ-ਵਾਹਨ 'ਤੇ ਸੁਸ਼ੋਭਿਤ","হংসাসন, গরুড়াসন ও বৃষবাহনে সুশোভিত","அன்ன ஆசனம், கருட ஆசனம், ரிஷப வாகனம் ஆகியவற்றில் அலங்கரிக்கப்பட்டவர்","హంసాసనం, గరుడాసనం, వృషభవాహనంపై అలంకృతులు","ಹಂಸಾಸನ, ಗರುಡಾಸನ ಮತ್ತು ವೃಷಭವಾಹನದಲ್ಲಿ ಸುಶೋಭಿತ","ഹംസാസനം, ഗരുഡാസനം, വൃഷഭവാഹനം എന്നിവയിൽ അലങ്കൃതൻ",,NA
A003,6,refrain,ॐ जय शिव ओंकारा,Om jai Shiv Omkara,"Om, victory to Shiva Omkara","ॐ, शिव ओंकार की जय","ॐ, शिव ओंकाराचा विजय असो","ૐ, શિવ ઓંકારનો જય","ਓਮ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ","ওঁ, শিব ওঙ্কারের জয়","ஓம், சிவ ஓங்காரத்திற்கு வெற்றி","ఓం, శివ ఓంకారునికి జయము","ಓಂ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ","ഓം, ശിവ ഓങ്കാരത്തിന് വിജയം",,NA
A003,7,verse 2,दो भुज चार चतुर्भुज दसभुज अति सोहे,Do bhuj char chaturbhuj dasbhuj ati sohe,"Two arms, four arms, ten arms, all look most beautiful","दो भुजाएँ, चार भुजाएँ, दस भुजाएँ, सब अति सुंदर लगती हैं","दोन भुजा, चार भुजा, दहा भुजा, सर्व अति सुंदर दिसतात","બે ભુજા, ચાર ભુજા, દસ ભુજા, સૌ અતિ સુંદર દેખાય છે","ਦੋ ਬਾਹਾਂ, ਚਾਰ ਬਾਹਾਂ, ਦਸ ਬਾਹਾਂ, ਸਾਰੀਆਂ ਬਹੁਤ ਸੁੰਦਰ ਲੱਗਦੀਆਂ ਹਨ","দুই বাহু, চার বাহু, দশ বাহু, সবই অতি সুন্দর দেখায়","இரு கரங்கள், நான்கு கரங்கள், பத்து கரங்கள், அனைத்தும் மிக அழகாகத் தோன்றுகின்றன","రెండు భుజాలు, నాలుగు భుజాలు, పది భుజాలు, అన్నీ అతి సుందరంగా కనిపిస్తాయి","ಎರಡು ಭುಜ, ನಾಲ್ಕು ಭುಜ, ಹತ್ತು ಭುಜ, ಎಲ್ಲವೂ ಅತಿ ಸುಂದರವಾಗಿ ಕಾಣುತ್ತವೆ","രണ്ട് കൈകൾ, നാല് കൈകൾ, പത്ത് കൈകൾ, എല്ലാം അതിസുന്ദരമായി കാണപ്പെടുന്നു",,NA
A003,8,verse 2,त्रिगुण रूप निरखते त्रिभुवन जन मोहे,Trigun roop nirakhte tribhuvan jan mohe,"Beholding your three-guna form, the people of the three worlds are enchanted",त्रिगुण रूप को देखकर तीनों लोकों के जन मोहित हो जाते हैं,आपले त्रिगुण रूप पाहून त्रिभुवनातील लोक मोहित होतात,આપનું ત્રિગુણ રૂપ જોઈને ત્રિભુવનના લોકો મોહિત થાય છે,ਆਪ ਦਾ ਤ੍ਰਿਗੁਣ ਰੂਪ ਵੇਖ ਕੇ ਤਿੰਨਾਂ ਲੋਕਾਂ ਦੇ ਲੋਕ ਮੋਹਿਤ ਹੋ ਜਾਂਦੇ ਹਨ,আপনার ত্রিগুণ রূপ দেখে ত্রিভুবনের মানুষ মোহিত হয়,தங்களின் முக்குண வடிவைக் கண்டு மூவுலக மக்கள் மயங்குகின்றனர்,మీ త్రిగుణ రూపాన్ని చూసి ముల్లోకాల జనులు మోహితులవుతారు,ತಮ್ಮ ತ್ರಿಗುಣ ರೂಪವನ್ನು ಕಂಡು ಮೂರು ಲೋಕಗಳ ಜನರು ಮೋಹಿತರಾಗುತ್ತಾರೆ,അങ്ങയുടെ ത്രിഗുണ രൂപം കണ്ട് മൂന്നു ലോകങ്ങളിലെ ജനങ്ങൾ മോഹിതരാകുന്നു,,NA
A003,9,refrain,ॐ जय शिव ओंकारा,Om jai Shiv Omkara,"Om, victory to Shiva Omkara","ॐ, शिव ओंकार की जय","ॐ, शिव ओंकाराचा विजय असो","ૐ, શિવ ઓંકારનો જય","ਓਮ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ","ওঁ, শিব ওঙ্কারের জয়","ஓம், சிவ ஓங்காரத்திற்கு வெற்றி","ఓం, శివ ఓంకారునికి జయము","ಓಂ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ","ഓം, ശിവ ഓങ്കാരത്തിന് വിജയം",,NA
A003,10,verse 3,अक्षमाला वनमाला मुण्डमाला धारी,Akshamala vanmala mundmala dhari,"Wearing the rosary, the forest-garland and the garland of skulls","अक्षमाला, वनमाला और मुंडमाला धारण करने वाले","अक्षमाला, वनमाला आणि मुंडमाला धारण करणारे","અક્ષમાળા, વનમાળા અને મુંડમાળા ધારણ કરનાર","ਅਕਸ਼-ਮਾਲਾ, ਵਨ-ਮਾਲਾ ਅਤੇ ਮੁੰਡ-ਮਾਲਾ ਧਾਰਨ ਕਰਨ ਵਾਲੇ","অক্ষমালা, বনমালা ও মুণ্ডমালা ধারণকারী","அக்ஷமாலை, வனமாலை, மண்டைமாலை அணிந்தவர்","అక్షమాల, వనమాల, ముండమాల ధరించినవారు","ಅಕ್ಷಮಾಲೆ, ವನಮಾಲೆ ಮತ್ತು ಮುಂಡಮಾಲೆ ಧರಿಸಿದವರು","അക്ഷമാല, വനമാല, മുണ്ഡമാല ധരിച്ചവർ",,NA
A003,11,verse 3,त्रिपुरारी कंसारी कर माला धारी,Tripurari kansari kar mala dhari,"Destroyer of Tripura, you hold the garland in your hand","त्रिपुर के नाशक, हाथ में माला धारण करने वाले","त्रिपुराचा नाश करणारे, हातात माळ धारण करणारे","ત્રિપુરનો નાશ કરનાર, હાથમાં માળા ધારણ કરનાર","ਤ੍ਰਿਪੁਰ ਦਾ ਨਾਸ਼ ਕਰਨ ਵਾਲੇ, ਹੱਥ ਵਿੱਚ ਮਾਲਾ ਧਾਰਨ ਕਰਨ ਵਾਲੇ","ত্রিপুরের বিনাশকারী, হাতে মালা ধারণকারী","திரிபுரத்தை அழித்தவர், கையில் மாலையேந்தியவர்","త్రిపురాన్ని నశింపజేసినవారు, చేతిలో మాల ధరించినవారు","ತ್ರಿಪುರವನ್ನು ನಾಶಮಾಡಿದವರು, ಕೈಯಲ್ಲಿ ಮಾಲೆ ಧರಿಸಿದವರು","ത്രിപുരനാശകൻ, കൈയിൽ മാല ധരിച്ചവർ",Variant line: other recensions read 'chandan mrigmad sohai bhale shashidhari' - confirm your version,NA
A003,12,refrain,ॐ जय शिव ओंकारा,Om jai Shiv Omkara,"Om, victory to Shiva Omkara","ॐ, शिव ओंकार की जय","ॐ, शिव ओंकाराचा विजय असो","ૐ, શિવ ઓંકારનો જય","ਓਮ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ","ওঁ, শিব ওঙ্কারের জয়","ஓம், சிவ ஓங்காரத்திற்கு வெற்றி","ఓం, శివ ఓంకారునికి జయము","ಓಂ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ","ഓം, ശിവ ഓങ്കാരത്തിന് വിജയം",,NA
A003,13,verse 4,श्वेताम्बर पीताम्बर बाघम्बर अंगे,Shvetambar pitambar baghambar ange,"White-robed, yellow-robed, and tiger-skin clad upon your body","श्वेत वस्त्र, पीत वस्त्र और बाघम्बर अंग पर धारण किए हुए","श्वेतांबर, पीतांबर आणि व्याघ्रचर्म अंगावर धारण करणारे","શ્વેતાંબર, પીતાંબર અને વ્યાઘ્રચર્મ અંગ પર ધારણ કરનાર","ਚਿੱਟੇ ਬਸਤਰ, ਪੀਲੇ ਬਸਤਰ ਅਤੇ ਸ਼ੇਰ-ਖੱਲ ਸਰੀਰ 'ਤੇ ਧਾਰਨ ਕਰਨ ਵਾਲੇ","শ্বেতাম্বর, পীতাম্বর ও ব্যাঘ্রচর্ম অঙ্গে ধারণকারী","வெண்ணாடை, பொன்னாடை, புலித்தோல் ஆகியவற்றை உடலில் அணிந்தவர்","శ్వేతాంబరం, పీతాంబరం, పులిచర్మం దేహంపై ధరించినవారు","ಶ್ವೇತಾಂಬರ, ಪೀತಾಂಬರ ಮತ್ತು ಹುಲಿಚರ್ಮವನ್ನು ದೇಹದ ಮೇಲೆ ಧರಿಸಿದವರು","വെള്ളവസ്ത്രം, മഞ്ഞവസ്ത്രം, കടുവത്തോൽ എന്നിവ ശരീരത്തിൽ ധരിച്ചവർ",,NA
A003,14,verse 4,सनकादिक गरुणादिक भूतादिक संगे,Sankadik garunadik bhootadik sange,"In the company of Sanaka and other sages, Garuda and others, and the spirit-hosts","सनकादि ऋषियों, गरुड़ादि और भूतगणों के संग","सनकादी ऋषी, गरुडादी आणि भूतगणांच्या संगतीत","સનકાદિ ઋષિ, ગરુડાદિ અને ભૂતગણોના સંગમાં","ਸਨਕਾਦਿ ਰਿਸ਼ੀ, ਗਰੁੜਾਦਿ ਅਤੇ ਭੂਤ-ਗਣਾਂ ਦੀ ਸੰਗਤ ਵਿੱਚ","সনকাদি ঋষি, গরুড়াদি এবং ভূতগণের সঙ্গে","சனகாதி முனிவர்கள், கருடன் முதலியோர், பூதகணங்கள் ஆகியோருடன்","సనకాది ఋషులు, గరుడాదులు, భూతగణాల సాంగత్యంలో","ಸನಕಾದಿ ಋಷಿಗಳು, ಗರುಡಾದಿಗಳು ಮತ್ತು ಭೂತಗಣಗಳ ಸಂಗದಲ್ಲಿ","സനകാദി ഋഷിമാർ, ഗരുഡാദികൾ, ഭൂതഗണങ്ങൾ എന്നിവരോടൊപ്പം",,NA
